http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=2000&sortType%3Ddesc_p_Publication_Year%26queryText%3DHigh+Performance+Computing%2C+Networking%2C+Storage+And+Analysis+.LB.SC.RB.,4/24/17 16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Physics-based seismic hazard analysis on petascale heterogeneous supercomputers,Y. Cui; E. Poyraz; K. B. Olsen; J. Zhou; K. Withers; S. Callaghan; J. Larkin; C. Guest; D. Choi; A. Chourasia; Z. Shi; S. M. Day; P. J. Maechling; T. H. Jordan,"Univ. of California, San Diego, La Jolla, CA, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"We have developed a highly scalable and efficient GPU-based finite-difference code (AWP) for earthquake simulation that implements high throughput, memory locality, communication reduction and communication / computation overlap and achieves linear scalability on Cray XK7 Titan at ORNL and NCSA's Blue Waters system. We simulate realistic 0-10 Hz earthquake ground motions relevant to building engineering design using high-performance AWP. Moreover, we show that AWP provides a speedup by a factor of 110 in key strain tensor calculations critical to probabilistic seismic hazard analysis (PSHA). These performance improvements to critical scientific application software, coupled with improved co-scheduling capabilities of our workflow-managed systems, make a statewide hazard model a goal reachable with existing supercomputers. The performance improvements of GPU-based AWP are expected to save millions of core-hours over the next few years as physics-based seismic hazard analysis is developed using heterogeneous petascale supercomputers.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503300,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877503,CyberShake;GPU;SCEC;earthquake ground motions;hybrid heterogeneous;seismic hazard analysis;weak scaling,Computational modeling;Earthquakes;Graphics processing units;Hazards;Tensile stress;Three-dimensional displays,earthquake engineering;finite difference methods;geophysics computing;graphics processing units;mainframes,AWP;Blue Waters system;Cray XK7 Titan;GPU-based finite-difference code;NCSA;ORNL;PSHA;communication reduction;earthquake simulation;key strain tensor calculations;memory locality;petascale heterogeneous supercomputers;physics-based seismic hazard analysis;probabilistic seismic hazard analysis;statewide hazard model;workflow-managed systems,,3,,34,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
Investigating applications portability with the uintah DAG-based runtime system on petascale supercomputers,Q. Meng; A. Humphrey; J. Schmidt; M. Berzins,"Sci. Comput. & Imaging Inst., Univ. of Utah, Salt Lake City, UT, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"Present trends in high performance computing present formidable challenges for applications code using multicore nodes possibly with accelerators and/or co-processors and reduced memory while still attaining scalability. Software frameworks that execute machine-independent applications code using a runtime system that shields users from architectural complexities offer a possible solution. The Uintah framework for example, solves a broad class of large-scale problems on structured adaptive grids using fluid-flow solvers coupled with particle-based solids methods. Uintah executes directed acyclic graphs of computational tasks with a scalable asynchronous and dynamic runtime system for CPU cores and/or accelerators/co-processors on a node. Uintah's clear separation between application and runtime code has led to scalability increases of 1000x without significant changes to application code. This methodology is tested on three leading Top500 machines; OLCF Titan, TACC Stampede and ALCF Mira using three diverse and challenging applications problems. This investigation of scalability with regard to the different processors and communications performance leads to the overall conclusion that the adaptive DAG-based approach provides a very powerful abstraction for solving challenging multi-scale multi-physics engineering problems on some of the largest and most powerful computers available today.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877529,Blue Gene/Q;GPU;Uintah;Xeon Phi;adaptive;co-processor;heterogeneous systems;hybrid parallelism;parallel;scalability,Computational modeling;Data warehouses;Graphics processing units;Mathematical model;Runtime;Scalability,coprocessors;directed graphs;mainframes;multiprocessing systems;parallel machines;parallel processing;software portability,ALCF Mira;CPU cores;OLCF Titan;TACC Stampede;Top500 machines;Uintah DAG-based runtime system;application code;application portability;computational tasks;coprocessors;directed acyclic graphs;dynamic runtime system;fluid-flow solvers;high performance computing;machine-independent application code;multicore nodes;multiscale multiphysics engineering problems;particle-based solid methods;petascale supercomputers;runtime system;scalable asynchronous system;software frameworks;structured adaptive grids,,0,,65,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
AUGEM: Automatically generate high performance Dense Linear Algebra kernels on x86 CPUs,Q. Wang; X. Zhang; Y. Zhang; Q. Yi,"Inst. of Software, Beijing, China","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"Basic Liner algebra subprograms (BLAS) is a fundamental library in scientific computing. In this paper, we present a template-based optimization framework, AUGEM, which can automatically generate fully optimized assembly code for several dense linear algebra (DLA) kernels, such as GEMM, GEMV, AXPY and DOT, on varying multi-core CPUs without requiring any manual interference from developers. In particular, based on domain-specific knowledge about algorithms of the DLA kernels, we use a collection of parameterized code templates to formulate a number of commonly occurring instruction sequences within the optimized low-level C code of these DLA kernels. Then, our framework uses a specialized low-level C optimizer to identify instruction sequences that match the pre-defined code templates and thereby translates them into extremely efficient SSE/AVX instructions. The DLA kernels generated by our templatebased approach surpass the implementations of Intel MKL and AMD ACML BLAS libraries, on both Intel Sandy Bridge and AMD Piledriver processors.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503219,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877458,DLA code optimization;auto-tuning;code generation,Abstracts;Arrays;Generators;Kernel;Registers;Resource management;Seals,linear algebra;multiprocessing systems;optimising compilers;parallel processing;program assemblers,AMD ACML BLAS libraries;AMD Piledriver processors;AUGEM;AXPY;BLAS;DLA kernels;DOT;GEMM;GEMV;Intel MKL;Intel Sandy Bridge;SSE-AVX instructions;basic liner algebra subprograms;domain-specific knowledge;fully optimized assembly code generation;high performance dense linear algebra kernel automatic generation;instruction sequences;multicore CPUs;parameterized code template collection;scientific computing;specialized low-level C code optimizer;template-based optimization framework;x86 CPUs,,6,,21,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
Table of contents,,,"2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,9,The following topics are dealt with: high performance computing; networking; storage management; data analysis; fault tolerant computing; GPU programming; load balancing; MPI; memory hierarchy; memory resilience; parallel performance tools; performance assessments; cloud computing; pattern clustering; inter-node communication; resource management; scheduling; energy management; IO tuning; data movement; sorting; and graph algorithms.,2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877432,,,cloud computing;computer networks;data analysis;fault tolerant computing;graph theory;graphics processing units;input-output programs;matrix algebra;parallel processing;pattern clustering;resource allocation;scheduling;sorting;storage management,GPU programming;IO tuning;MPI;cloud computing;data analysis;data movement;energy management;fault tolerant computing;graph algorithms;graphics processing unit;high performance computing;input-output tuning;inter-node communication;load balancing;memory hierarchy;memory resilience;message passing interface;networking;parallel performance tools;pattern clustering;performance assessments;resource management;scheduling;sorting;storage management,,0,,,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
The origin of mass,P. Boyle; M. I. Buchoff; N. Christ; T. Izubuchi; Chulwoo Jung; T. C. Luu; R. Mawhinney; C. Schroeder; R. Soltz; P. Vranas; J. Wasem,"U. of Edinburgh, Edinburgh, UK","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,10,"The origin of mass is one of the deepest mysteries in science. Neutrons and protons, which account for almost all visible mass in the Universe, emerged from a primordial plasma through a cataclysmic phase transition microseconds after the Big Bang. However, most mass in the Universe is invisible. The existence of dark matter, which interacts with our world so weakly that it is essentially undetectable, has been established from its galactic-scale gravitational effects. Here we describe results from the first truly physical calculations of the cosmic phase transition and a groundbreaking first-principles investigation into composite dark matter, studies impossible with previous state-of-the-art methods and resources. By inventing a powerful new algorithm, â€œDSDR,â€ù and implementing it effectively for contemporary supercomputers, we attain excellent strong scaling, perfect weak scaling to the LLNL BlueGene/Q two million cores, sustained speed of 7.2 petaflops, and time-to-solution speedup of more than 200 over the previous state-of-the-art.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2504561,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877437,SC13 proceedings,Lattices;Mesons;Neutrons;Numerical models;Physics;Plasmas;Protons,astrophysical plasma;cosmology;gravitation;mass;neutrons;phase transformations;protons;quantum chromodynamics;quark-gluon plasma,Big Bang;DSDR algorithm;LLNL BlueGene/Q;Universe;cataclysmic phase transition;composite dark matter;cosmic phase transition;first-principles investigation;galactic-scale gravitational effects;mass origin;neutrons;perfect weak scaling;physical calculations;primordial plasma;protons;quantum chromodynamics;quark-gluon plasma;supercomputers;time-to-solution speedup;visible mass,,0,,36,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
Channel reservation protocol for over-subscribed channels and destinations,G. Michelogiannakis; N. Jiang; D. Becker; W. J. Dally,"Stanford Univ., Stanford, CA, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"Channels in system-wide networks tend to be over-subscribed due to the cost of bandwidth and increasing traffic demands. To make matters worse, workloads can overstress specific destinations, creating hotspots. Lossless networks offer attractive advantages compared to lossy networks but suffer from tree saturation. This led to the development of explicit congestion notification (ECN). However, ECN is very sensitive to its configuration parameters and acts only after congestion forms. We propose channel reservation protocol (CRP) to enable sources to reserve bandwidth in multiple resources in advance of packet transmission and with a single request, but without idling resources like circuit switching. CRP prevents congestion from ever occurring and thus reacts instantly to traffic changes, whereas ECN requires 300,000 cycles to stabilize in our experiments. Furthermore, ECN may not prevent congestion formed by short-lived flows generated by a large combination of source-destination pairs.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503213,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877485,Congestion control;congestion notification;large-scale networks;reservation protocol;tree saturation,Abstracts;Bandwidth;Clocks,computer networks;protocols;telecommunication congestion control;telecommunication switching;telecommunication traffic,CRP;ECN;channel reservation protocol;circuit switching;explicit congestion notification;hotspots;lossless networks;lossy networks;over-subscribed channels;packet transmission;short-lived flows;source-destination pairs;system-wide networks;traffic changes;tree saturation;workloads,,2,,46,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
Algorithms for high-throughput disk-to-disk sorting,H. Sundar; D. Malhotra; K. W. Schulz,"Univ. of Texas at Austin, Austin, TX, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,10,"In this paper, we present a new out-of-core sort algorithm, designed for problems that are too large to fit into the aggregate RAM available on modern supercomputers. We analyze the performance including the cost of IO and demonstrate the fastest (to the best of our knowledge) reported throughput using the canonical sortBenchmark on a general-purpose, production HPC resource running Lustre. By clever use of available storage and a formulation of asynchronous data transfer mechanisms, we are able to almost completely hide the computation (sorting) behind the IO latency. This latency hiding enables us to achieve comparable execution times, including the additional temporary IO required, between a large sort problem (5TB) run as a single, in-RAM sort and our out-of-core approach using 1/10th the amount of RAM. In our largest run, sorting 100TB of records using 1792 hosts, we achieved an end-to-end throughput of 1.24TB/min using our general-purpose sorter, improving on the current Daytona record holder by 65%.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503259,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877526,Out-of-Core Algorithms;Parallel Algorithms;Sorting;asynchronous methods;distributed-memory parallelism;hypercube;quicksort;samplesort;shared-memory parallelism,Abstracts;Algorithm design and analysis;Computer architecture;Radio access networks,parallel algorithms;parallel memories;sorting,5TB;IO latency;asynchronous data transfer mechanisms;canonical sortBenchmark;general-purpose sorter;high-throughput disk-to-disk sorting;in-RAM sort;large sort problem;latency hiding;modern supercomputers;out-of-core sort algorithm;production HPC resource running Lustre,,1,,24,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
Practical nonvolatile multilevel-cell phase change memory,D. H. Yoon; J. Chang; R. S. Schreiber; N. P. Jouppi,"IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"Multilevel-cell (MLC) phase change memory (PCM) may provide both high capacity main memory and faster-than-Flash persistent storage. But slow growth in cell resistance with time, resistance drift, can cause transient errors in MLC-PCM. Drift errors increase with time, and prior work suggests refresh before the cell loses data. The need for refresh makes MLC-PCM volatile, taking away a key advantage. Based on the observation that most drift errors occur in a particular state in four-level-cell PCM, we propose to change from four levels to three levels, eliminating the most vulnerable state. This simple change lowers cell drift error rates by many orders of magnitude: three-level-cell PCM can retain data without power for more than ten years. With optimized encoding/decoding and a wearout tolerance mechanism, we can narrow the capacity gap between three-level and four-level cells. These techniques together enable low-cost, high-performance, genuinely nonvolatile MLC-PCM.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503221,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877454,Memory;Multilevel Cell;Nonvolatility;Phase Change,Computer architecture;Encoding;Error analysis;Error correction codes;Microprocessors;Phase change materials;Resistance,phase change memories;random-access storage,cell drift error rates;cell resistance;faster-than-flash persistent storage;four-level-cell PCM;high capacity main memory;nonvolatile MLC-PCM;nonvolatile multilevel-cell phase change memory;optimized encoding-decoding;resistance drift;transient errors;volatile MLC PCM;wearout tolerance mechanism,,7,,40,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
Deterministic scale-free pipeline parallelism with hyperqueues,H. Vandierendonck; K. Chronaki; D. S. Nikolopoulos,"Queen's Univ. Belfast, Belfast, UK","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"Ubiquitous parallel computing aims to make parallel programming accessible to a wide variety of programming areas using deterministic and scale-free programming models built on a task abstraction. However, it remains hard to reconcile these attributes with pipeline parallelism, where the number of pipeline stages is typically hard-coded in the program and defines the degree of parallelism. This paper introduces hyperqueues, a programming abstraction that enables the construction of deterministic and scale-free pipeline parallel programs. Hyperqueues extend the concept of Cilk++ hyperobjects to provide thread-local views on a shared data structure. While hyperobjects are organized around private local views, hyperqueues require shared concurrent views on the underlying data structure. We define the semantics of hyperqueues and describe their implementation in a work-stealing scheduler. We demonstrate scalable performance on pipeline-parallel PARSEC benchmarks and find that hyperqueues provide comparable or up to 30% better performance than POSIX threads and Intel's Threading Building Blocks. The latter are highly tuned to the number of available processing cores, while programs using hyperqueues are scale-free.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503233,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877465,,Computational modeling;Data structures;Parallel processing;Pipelines;Programming;Runtime;Synchronization,Unix;data structures;deterministic algorithms;multi-threading;parallel programming;pipeline processing;program diagnostics;queueing theory;ubiquitous computing,Cilk++ hyperobjects;Intel Threading Building Blocks;POSIX threads;data structure;deterministic models;deterministic scale-free pipeline parallelism;hyperqueues;parallel programming;pipeline-parallel PARSEC benchmarks;private local views;programming abstraction;scale-free pipeline parallel programs;scale-free programming models;shared data structure;task abstraction;thread-local views;ubiquitous parallel computing;work-stealing scheduler,,0,,35,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
Scalable virtual machine deployment using VM image caches,K. Razavi; T. Kielmann,"Dept. of Comput. Sci., VU Univ. Amsterdam, Amsterdam, Netherlands","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"In IaaS clouds, VM startup times are frequently perceived as slow, negatively impacting both dynamic scaling of web applications and the startup of high-performance computing applications consisting of many VM nodes. A significant part of the startup time is due to the large transfers of VM image content from a storage node to the actual compute nodes, even when copy-on-write schemes are used. We have observed that only a tiny part of the VM image is needed for the VM to be able to start up. Based on this observation, we propose using small caches for VM images to overcome the VM startup bottlenecks. We have implemented such caches as an extension to KVM/QEMU. Our evaluation with up to 64 VMs shows that using our caches reduces the time needed for simultaneous VM startups to the one of a single VM.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503274,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877498,Infrastructure-as-a-Service;Scalability,Booting;Delays;Linux;Scalability;Servers;Virtual machining,cache storage;cloud computing;parallel processing;virtual machines,IaaS clouds;KVM;QEMU;VM image caches;VM nodes;VM startup times;copy-on-write schemes;dynamic Web application scaling;high-performance computing;scalable virtual machine deployment,,7,,28,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
A new routing scheme for jellyfish and its performance with HPC workloads,X. Yuan; S. Mahapatra; W. Nienaber; S. Pakin; M. Lang,"Dept. of Comput. Sci., Florida State Univ., Tallahassee, FL, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,11,"The jellyfish topology where switches are connected using a random graph has recently been proposed for large scale data-center networks. It has been shown to offer higher bisection bandwidth and better permutation throughput than the corresponding fat-tree topology with a similar cost. In this work, we propose a new routing scheme for jellyfish that out-performs existing schemes by more effectively exploiting the path diversity, and comprehensively compare the performance of jellyfish and fat-tree topologies with HPC workloads. The results indicate that both jellyfish and fat-tree topologies offer comparable high performance for HPC workloads on systems that can be realized by 3-level fat-trees using the current technology and the corresponding jellyfish topologies with similar costs. Fat-trees are more effective for smaller systems while jellyfish is more scalable.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503229,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877469,HPC workload;Interconnects;fat-tree;jellyfish;performance,Abstracts;Laboratories;Logic gates;Measurement;Switches;Throughput,computer centres;computer networks;parallel processing;telecommunication network routing;telecommunication network topology;trees (mathematics),3-level fat-trees;HPC workloads;bisection bandwidth;fat-tree topology;jellyfish routing scheme;jellyfish topology;large scale data-center networks;path diversity;permutation throughput;random graph;switches,,4,,15,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
Exploiting application dynamism and cloud elasticity for continuous dataflows,A. Kumbhare; Y. Simmhan; V. K. Prasanna,"Univ. of Southern California, Los Angeles, CA, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"Contemporary continuous data flow systems use elastic scaling on distributed cloud resources to handle variable data rates and to meet applications' needs while attempting to maximize resource utilization. However, virtualized clouds present an added challenge due to the variability in resource performance - over time and space - thereby impacting the application's QoS. Elastic use of cloud resources and their allocation to continuous dataflow tasks need to adapt to such infrastructure dynamism. In this paper, we develop the concept of â€œdynamic dataflowsâ€ù as an extension to continuous dataflows that utilizes alternate tasks and allows additional control over the dataflow's cost and QoS. We formalize an optimization problem to perform both deployment and runtime cloud resource management for such dataflows, and define an objective function that allows trade-off between the application's value against resource cost. We present two novel heuristics, local and global, based on the variable sized bin packing heuristics to solve this NP-hard problem. We evaluate the heuristics against a static allocation policy for a dataflow with different data rate profiles that is simulated using VM performance traces from a private cloud data center. The results show that the heuristics are effective in intelligently utilizing cloud elasticity to mitigate the effect of both input data rate and cloud resource performance variabilities on QoS.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503240,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877490,Dataflows;clouds;data velocity;optimization;resource management;runtime adaptation,Cloud computing;Data models;Optimization;Ports (Computers);Quality of service;Runtime;Throughput,bin packing;cloud computing;computer centres;optimisation;quality of service;resource allocation;virtual machines;virtualisation,NP-hard problem;VM performance;application QoS;application dynamism;cloud elasticity;cloud resource performance variabilities;continuous dataflow systems;data rate profiles;distributed cloud resources;dynamic dataflows;elastic scaling;infrastructure dynamism;optimization problem;private cloud data center;resource utilization;run-time cloud resource management;static allocation policy;variable data rates;variable sized bin packing heuristics;virtualized clouds,,9,,48,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
SIDR: Structure-aware intelligent data routing in hadoop,J. Buck; N. Watkins; G. Levin; A. Crume; K. Ioannidou; S. Brandt; C. Maltzahn; N. Polyzotis; A. Torres,"Dept. of Comput. Sci., Univ. of California-Santa Cruz, Santa Cruz, CA, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"The MapReduce framework is being extended for domains quite different from the web applications for which it was designed, including the processing of big structured data, e.g., scientific and financial data. Previous work using MapReduce to process scientific data ignores existing structure when assigning intermediate data and scheduling tasks. In this paper, we present a method for incorporating knowledge of the structure of scientific data and executing query into the MapReduce communication model. Built in SciHadoop, a version of the Hadoop MapReduce framework for scientific data, SIDR intelligently partitions and routes intermediate data, allowing it to: remove Hadoop's global barrier and execute Reduce tasks prior to all Map tasks completing; minimize intermediate key skew; and produce early, correct results. SIDR executes queries up to 2.5 times faster than Hadoop and 37% faster than SciHadoop; produces initial results with only 6% of the query completed; and produces dense, contiguous output.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503241,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877506,Hadoop;MapReduce;Scientific Data,Abstracts;Shape,Internet;distributed processing;scheduling;scientific information systems,MapReduce framework;SIDR;SciHadoop;Web applications;big structured data;financial data;intermediate data;intermediate key skew;scheduling tasks;scientific data;structure-aware intelligent data routing,,1,,39,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
Taming parallel I/O complexity with auto-tuning,B. Behzad; H. V. T. Luu; J. Huchette; S. Byna; Prabhat; R. Aydt; Q. Koziol; M. Snir,"Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"We present an auto-tuning system for optimizing I/O performance of HDF5 applications and demonstrate its value across platforms, applications, and at scale. The system uses a genetic algorithm to search a large space of tunable parameters and to identify effective settings at all layers of the parallel I/O stack. The parameter settings are applied transparently by the auto-tuning system via dynamically intercepted HDF5 calls. To validate our auto-tuning system, we applied it to three I/O benchmarks (VPIC, VORPAL, and GCRM) that replicate the I/O activity of their respective applications. We tested the system with different weak-scaling configurations (128, 2048, and 4096 CPU cores) that generate 30 GB to 1 TB of data, and executed these configurations on diverse HPC platforms (Cray XE6, IBM BG/P, and Dell Cluster). In all cases, the auto-tuning framework identified tunable parameters that substantially improved write performance over default system settings. We consistently demonstrate I/O write speedups between 2Ã— and 100Ã— for test configurations.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503278,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877501,Auto-Tuning;Parallel I/O;Parallel file systems;Performance Optimization,Abstracts;Buffer storage;Choppers (circuits);Kernel;Laboratories;Sociology;Statistics,computational complexity;genetic algorithms;input-output programs;parallel processing;program testing,HDF5 applications;IO write speedups;auto-tuning system;default system settings;diverse HPC platforms;dynamically intercepted HDF5 calls;genetic algorithm;parallel IO complexity;parallel IO stack;test configurations;tunable parameters;weak-scaling configurations,,13,,35,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
COCA: Online distributed resource management for cost minimization and carbon neutrality in data centers,S. Ren; Y. He,"Florida Int. Univ., Miami, FL, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"Due to the enormous energy consumption and associated environmental concerns, data centers have been increasingly pressured to reduce long-term net carbon footprint to zero, i.e., carbon neutrality. In this paper, we propose an online algorithm, called COCA (optimizing for COst minimization and CArbon neutrality), for minimizing data center operational cost while satisfying carbon neutrality without long-term future information. Unlike the existing research, COCA enables distributed server-level resource management: each server autonomously adjusts its processing speed and optimally decides the amount of workloads to process. We prove that COCA achieves a close-to-minimum operational cost (incorporating both electricity and delay costs) compared to the optimal algorithm with future information, while bounding the potential violation of carbon neutrality. We also perform trace-based simulation studies to complement the analysis, and the results show that COCA reduces cost by more than 25% (compared to state of the art) while resulting in a smaller carbon footprint.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503248,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877472,Carbon neutrality;Data center;Load distribution;Resource management;Scheduling;Stochastic control,Abstracts;Carbon;Computational modeling;Resource management;Servers,computer centres;cost reduction;distributed algorithms;green computing;minimisation;power aware computing,COCA cost reduction;cost minimization and carbon neutrality;data center operational cost minimization;data centers;distributed server-level resource management;energy consumption;long-term net carbon footprint reduction;online COCA algorithm;online distributed resource management;trace-based simulation,,7,,36,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
Introduction,W. Gropp; S. Matsuoka,"University of Illinois at Urbana-Champaign, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,2,"HPC is everywhere - everyday. That's the tag line of this year's conference on high performance computing, networking, storage, and analysis (SC), and this volume, containing the accepted technical papers and Gordon Bell prize finalists, captures the best current research in all aspects of HPC.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877433,,,,,,0,,,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
An early performance evaluation of many integrated core architecture based sgi rackable computing system,S. Saini; H. Jin; D. Jespersen; H. Feng; J. Djomehri; W. Arasin; R. Hood; P. Mehrotra; R. Biswas,"NASA Ames Res. Center, Moffett Field, CA, USA","2013 SC - International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",20140814,2013,,,1,12,"Intel recently introduced the Xeon Phi coprocessor based on the Many Integrated Core architecture featuring 60 cores with a peak performance of 1.0 Tflop/s. NASA has deployed a 128-node SGI Rackable system where each node has two Intel Xeon E2670 8-core Sandy Bridge processors along with two Xeon Phi 5110P coprocessors. We have conducted an early performance evaluation of the Xeon Phi. We used microbenchmarks to measure the latency and bandwidth of memory and interconnect, I/O rates, and the performance of OpenMP directives and MPI functions. We also used OpenMP and MPI versions of the NAS Parallel Benchmarks along with two production CFD applications to test four programming modes: offload, processor native, coprocessor native and symmetric (processor plus coprocessor). In this paper we present preliminary results based on our performance evaluation of various aspects of a Phi-based system.",2167-4329;21674329,Electronic:978-1-4503-2378-9; POD:978-1-4799-3520-8,10.1145/2503210.2503272,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877527,CFD applications;Intel MIC architecture;Intel Sandy Bridge processor;Intel Xeon Phi;benchmarking;performance evaluation,Bandwidth;Benchmark testing;Bridges;Coprocessors;Program processors;Programming,application program interfaces;computer architecture;coprocessors;message passing;performance evaluation;shared memory systems,CFD applications;I/O rates;Intel Xeon E2670 8-core Sandy Bridge processors;MPI functions;NAS parallel benchmarks;OpenMP directive performance;SGI rackable computing system;Xeon Phi 5110P coprocessors;many integrated core architecture;memory bandwidth;performance evaluation,,6,,33,,,17-22 Nov. 2013,,IEEE,IEEE Conference Publications
